video_id,title,duration_sec,hashtags_count,views,likes,comments,shares,upload_hour,category
vid_1763,Short Video #763,30,0,39765,5689,556,159,21,Travel
vid_1764,Short Video #764,23,7,91794,9823,1245,879,6,Lifestyle
vid_1765,Short Video #765,43,2,234009,28880,1306,378,8,Lifestyle
vid_1766,Short Video #766,7,7,70301,10199,1143,475,12,Comedy
vid_1767,Short Video #767,49,7,200897,11721,3864,1606,0,Education
vid_1768,Short Video #768,17,4,102033,5159,1043,532,7,Tech
vid_1769,Short Video #769,54,0,151373,8019,1164,1179,23,Comedy
vid_1770,Short Video #770,32,9,77088,8197,1009,720,21,Comedy
vid_1771,Short Video #771,24,6,103842,13113,1617,799,3,Comedy
vid_1772,Short Video #772,32,9,128287,11123,1947,485,2,Comedy
vid_1773,Short Video #773,12,4,51537,5386,730,312,2,Lifestyle
vid_1774,Short Video #774,45,7,116348,11825,836,1070,21,Tech
vid_1775,Short Video #775,43,8,19670,1169,345,99,12,Comedy
vid_1776,Short Video #776,5,6,68809,5653,783,490,7,Lifestyle
vid_1777,Short Video #777,7,6,136807,7106,1138,709,6,Comedy
vid_1778,Short Video #778,17,0,193330,11806,1216,404,0,Food
vid_1779,Short Video #779,32,3,131091,17197,1474,200,15,Comedy
vid_1780,Short Video #780,53,1,42864,5698,611,410,5,Education
vid_1781,Short Video #781,29,1,183453,23884,2748,1194,6,Education
vid_1782,Short Video #782,60,1,49836,6113,968,96,11,Comedy
vid_1783,Short Video #783,37,3,142702,18455,1041,1243,22,Travel
vid_1784,Short Video #784,42,0,50843,5953,1006,290,8,Food
vid_1785,Short Video #785,57,3,62073,7261,919,493,10,Tech
vid_1786,Short Video #786,10,1,55614,6492,656,119,9,Comedy
vid_1787,Short Video #787,48,4,107299,10880,1966,983,20,Tech
vid_1788,Short Video #788,49,2,87787,7579,1353,554,0,Food
vid_1789,Short Video #789,36,7,133966,16480,1370,1024,17,Comedy
vid_1790,Short Video #790,49,3,97618,7796,1782,125,3,Travel
vid_1791,Short Video #791,51,0,39706,4140,595,152,4,Lifestyle
vid_1792,Short Video #792,25,0,116481,10871,1803,396,8,Travel
vid_1793,Short Video #793,20,9,34293,2663,632,327,16,Travel
vid_1794,Short Video #794,58,2,58086,8565,681,154,2,Lifestyle
vid_1795,Short Video #795,25,8,79352,6020,1178,584,15,Lifestyle
vid_1796,Short Video #796,15,6,76120,6160,1230,105,4,Education
vid_1797,Short Video #797,41,1,36737,2430,433,102,15,Lifestyle
vid_1798,Short Video #798,40,8,224739,29732,1405,909,2,Comedy
vid_1799,Short Video #799,39,9,265349,28832,4397,2162,19,Tech
vid_1800,Short Video #800,23,1,380965,42402,2178,3089,14,Education
vid_1801,Short Video #801,24,2,196534,25953,3099,1881,2,Education
vid_1802,Short Video #802,22,9,77865,6563,1453,720,19,Tech
vid_1803,Short Video #803,51,1,77064,5345,786,133,13,Education
vid_1804,Short Video #804,45,2,74552,5206,486,631,15,Lifestyle
vid_1805,Short Video #805,53,5,324935,40052,2759,1644,16,Travel
vid_1806,Short Video #806,18,8,92104,10261,1237,809,23,Food
vid_1807,Short Video #807,19,8,211406,14932,4046,381,19,Lifestyle
vid_1808,Short Video #808,35,6,201765,13015,2559,1695,22,Travel
vid_1809,Short Video #809,5,2,110605,6865,740,269,17,Travel
vid_1810,Short Video #810,57,3,41316,4659,595,165,17,Education
vid_1811,Short Video #811,58,5,93306,4666,1492,117,21,Comedy
vid_1812,Short Video #812,58,4,107815,5588,1175,227,13,Comedy
vid_1813,Short Video #813,7,1,212511,18903,3362,1065,17,Education
vid_1814,Short Video #814,20,5,99875,11898,986,835,14,Education
vid_1815,Short Video #815,27,2,47802,5712,804,380,14,Tech
vid_1816,Short Video #816,15,7,178571,16609,1806,556,5,Tech
vid_1817,Short Video #817,16,1,86118,10257,761,203,14,Food
vid_1818,Short Video #818,14,0,21436,2188,389,96,17,Food
vid_1819,Short Video #819,36,8,119969,17718,1586,1073,3,Food
vid_1820,Short Video #820,20,2,133314,8831,1236,243,22,Food
vid_1821,Short Video #821,12,0,59530,6552,1132,350,7,Travel
vid_1822,Short Video #822,42,6,87971,8720,1351,158,14,Travel
vid_1823,Short Video #823,16,9,146477,10172,1217,766,2,Tech
vid_1824,Short Video #824,28,4,120459,15057,1712,257,14,Comedy
vid_1825,Short Video #825,32,4,38654,2997,697,66,12,Education
vid_1826,Short Video #826,57,0,209426,18465,3234,569,8,Comedy
vid_1827,Short Video #827,12,8,274799,24040,2382,906,1,Lifestyle
vid_1828,Short Video #828,32,6,72684,5409,1070,253,23,Travel
vid_1829,Short Video #829,40,7,31384,2920,448,213,7,Food
vid_1830,Short Video #830,30,8,156790,15261,2714,234,19,Food
vid_1831,Short Video #831,12,5,65916,8201,505,113,16,Lifestyle
vid_1832,Short Video #832,54,4,136116,17219,2109,367,12,Comedy
vid_1833,Short Video #833,32,5,370016,24367,2001,3274,0,Food
vid_1834,Short Video #834,32,1,39035,4265,602,259,1,Comedy
vid_1835,Short Video #835,41,3,61207,8545,1187,463,14,Education
vid_1836,Short Video #836,45,2,87843,5347,668,380,11,Lifestyle
vid_1837,Short Video #837,40,6,214273,20846,2071,625,13,Comedy
vid_1838,Short Video #838,31,8,600000,75021,8245,804,1,Education
vid_1839,Short Video #839,58,4,114490,12725,1830,617,17,Comedy
vid_1840,Short Video #840,21,5,37073,2226,376,228,21,Comedy
vid_1841,Short Video #841,13,9,80232,7193,1200,727,6,Food
vid_1842,Short Video #842,37,1,62011,6245,1146,554,22,Tech
vid_1843,Short Video #843,57,2,152200,22766,2419,733,5,Travel
vid_1844,Short Video #844,24,2,123763,8398,1938,595,13,Comedy
vid_1845,Short Video #845,17,8,52834,7832,566,129,7,Comedy
vid_1846,Short Video #846,32,6,59868,5245,1117,198,21,Comedy
vid_1847,Short Video #847,52,7,79536,5570,728,742,1,Tech
vid_1848,Short Video #848,33,9,85509,7816,690,194,16,Education
vid_1849,Short Video #849,17,8,96248,10721,1007,935,4,Lifestyle
vid_1850,Short Video #850,50,5,101653,7252,1499,563,13,Food
vid_1851,Short Video #851,39,3,207090,16389,3712,1058,23,Tech
vid_1852,Short Video #852,10,0,77829,10542,543,200,19,Education
vid_1853,Short Video #853,22,7,71243,10679,1225,495,20,Comedy
vid_1854,Short Video #854,55,6,44211,3617,760,227,20,Education
vid_1855,Short Video #855,9,1,86308,5600,1191,374,21,Tech
vid_1856,Short Video #856,51,7,115118,14886,1889,389,2,Tech
vid_1857,Short Video #857,29,4,35085,3860,271,56,4,Tech
vid_1858,Short Video #858,6,6,80381,4826,606,456,15,Lifestyle
vid_1859,Short Video #859,14,3,198030,28650,3553,755,17,Travel
vid_1860,Short Video #860,60,4,145653,8419,1816,1073,16,Food
vid_1861,Short Video #861,34,7,123507,13898,1073,927,10,Lifestyle
vid_1862,Short Video #862,54,0,143304,13240,2196,571,16,Lifestyle
vid_1863,Short Video #863,49,0,69966,7392,1285,491,15,Travel
vid_1864,Short Video #864,9,3,64592,4606,935,214,22,Lifestyle
vid_1865,Short Video #865,59,2,211746,25157,2161,1597,1,Tech
vid_1866,Short Video #866,60,9,162297,23690,1987,185,3,Tech
vid_1867,Short Video #867,37,1,63084,6046,1027,149,20,Education
vid_1868,Short Video #868,58,2,31976,3271,192,102,6,Comedy
vid_1869,Short Video #869,5,0,63875,4725,527,508,1,Lifestyle
vid_1870,Short Video #870,22,0,136778,19037,1632,218,5,Comedy
vid_1871,Short Video #871,36,5,66505,9784,935,179,16,Food
vid_1872,Short Video #872,51,4,120335,15478,1213,508,6,Tech
vid_1873,Short Video #873,53,7,231390,24128,2192,250,4,Education
vid_1874,Short Video #874,15,1,93356,13600,524,733,4,Food
vid_1875,Short Video #875,25,3,113592,7427,623,686,19,Education
vid_1876,Short Video #876,30,7,148886,14568,1366,1355,15,Travel
vid_1877,Short Video #877,29,5,51572,5351,668,65,18,Tech
vid_1878,Short Video #878,26,0,62079,6157,828,213,8,Food
vid_1879,Short Video #879,31,3,152618,19877,1894,1157,4,Travel
vid_1880,Short Video #880,53,0,100929,11812,1125,714,7,Food
vid_1881,Short Video #881,17,1,106197,6654,932,338,8,Education
vid_1882,Short Video #882,37,4,100707,8524,1108,640,4,Travel
vid_1883,Short Video #883,38,7,177544,14897,1257,1445,9,Travel
vid_1884,Short Video #884,45,7,128210,13662,862,166,1,Tech
vid_1885,Short Video #885,39,2,129222,10227,1227,963,8,Comedy
vid_1886,Short Video #886,5,3,205524,12686,4096,671,10,Education
vid_1887,Short Video #887,25,9,258834,29861,2561,2466,3,Education
vid_1888,Short Video #888,52,5,379327,51248,7224,2216,21,Travel
vid_1889,Short Video #889,59,9,69744,9984,759,90,21,Travel
vid_1890,Short Video #890,10,2,434366,63963,5032,2011,21,Tech
vid_1891,Short Video #891,32,1,51120,6549,866,495,1,Comedy
vid_1892,Short Video #892,21,5,315258,20167,2019,2387,22,Education
vid_1893,Short Video #893,9,4,67482,9131,521,249,5,Lifestyle
vid_1894,Short Video #894,35,9,94715,8523,1857,585,13,Lifestyle
vid_1895,Short Video #895,9,4,99822,12277,1256,638,0,Comedy
vid_1896,Short Video #896,42,9,58677,6051,332,71,17,Food
vid_1897,Short Video #897,7,4,103988,13815,593,271,6,Tech
vid_1898,Short Video #898,57,9,60524,5601,1126,361,0,Comedy
vid_1899,Short Video #899,27,4,47053,2643,851,217,0,Lifestyle
vid_1900,Short Video #900,41,2,96448,10192,1145,261,0,Travel
vid_1901,Short Video #901,57,6,256254,17202,1908,2038,23,Lifestyle
vid_1902,Short Video #902,41,5,84760,12421,1479,457,3,Travel
vid_1903,Short Video #903,14,3,173617,17829,1713,657,3,Tech
vid_1904,Short Video #904,14,1,59432,6261,670,145,17,Travel
vid_1905,Short Video #905,23,8,45702,6431,696,297,10,Comedy
vid_1906,Short Video #906,21,0,129614,14576,1335,906,0,Travel
vid_1907,Short Video #907,25,3,283046,22720,4084,1988,9,Food
vid_1908,Short Video #908,18,0,111901,8908,2045,333,8,Comedy
vid_1909,Short Video #909,13,5,162103,16235,2749,1030,22,Tech
vid_1910,Short Video #910,50,3,242092,33084,2596,2214,3,Comedy
vid_1911,Short Video #911,5,4,96575,12503,899,403,5,Food
vid_1912,Short Video #912,55,4,90107,13180,836,261,15,Tech
vid_1913,Short Video #913,49,8,131039,7493,1340,1041,1,Lifestyle
vid_1914,Short Video #914,17,0,145802,11202,1808,377,22,Food
vid_1915,Short Video #915,8,1,42642,2474,479,140,17,Tech
vid_1916,Short Video #916,5,5,117881,14747,824,224,9,Travel
vid_1917,Short Video #917,53,4,98675,6323,735,336,23,Comedy
vid_1918,Short Video #918,44,6,61469,3687,623,288,23,Tech
vid_1919,Short Video #919,36,2,94666,10050,1271,149,16,Comedy
vid_1920,Short Video #920,38,2,49060,4471,681,433,12,Travel
vid_1921,Short Video #921,32,9,39872,4844,490,224,23,Tech
vid_1922,Short Video #922,35,1,102755,10142,1652,646,17,Lifestyle
vid_1923,Short Video #923,12,2,169608,15694,2723,736,21,Food
vid_1924,Short Video #924,43,9,80147,7417,914,563,12,Tech
vid_1925,Short Video #925,30,0,55468,7609,380,271,16,Travel
vid_1926,Short Video #926,38,4,60889,5450,788,478,4,Tech
vid_1927,Short Video #927,58,4,137223,11436,1471,1151,10,Comedy
vid_1928,Short Video #928,58,6,268452,22510,1897,1891,6,Education
vid_1929,Short Video #929,7,3,156729,10917,3091,849,9,Tech
vid_1930,Short Video #930,54,2,215448,29315,2272,1732,16,Lifestyle
vid_1931,Short Video #931,16,0,52650,3404,757,286,14,Tech
vid_1932,Short Video #932,5,7,94432,13301,1166,189,17,Food
vid_1933,Short Video #933,58,2,181900,14251,1299,372,22,Tech
vid_1934,Short Video #934,48,1,42637,5966,248,406,21,Education
vid_1935,Short Video #935,9,3,66501,8584,956,194,18,Comedy
vid_1936,Short Video #936,34,2,173721,18796,1512,1449,1,Tech
vid_1937,Short Video #937,34,0,115272,13480,997,371,3,Lifestyle
vid_1938,Short Video #938,21,2,55322,4568,1070,269,2,Travel
vid_1939,Short Video #939,52,1,37105,3985,442,255,6,Tech
vid_1940,Short Video #940,51,7,220221,17450,1198,535,23,Tech
vid_1941,Short Video #941,27,5,28795,2598,290,219,17,Food
vid_1942,Short Video #942,19,8,144269,18245,1986,1040,9,Lifestyle
vid_1943,Short Video #943,41,7,71694,5333,711,422,6,Education
vid_1944,Short Video #944,25,9,185024,24771,999,1127,7,Travel
vid_1945,Short Video #945,18,2,52823,4626,616,103,5,Comedy
vid_1946,Short Video #946,6,4,473960,48920,3122,2333,21,Tech
vid_1947,Short Video #947,15,6,125665,18120,1795,223,0,Education
vid_1948,Short Video #948,55,4,138723,16386,1982,523,3,Travel
vid_1949,Short Video #949,43,7,62079,7111,345,565,13,Comedy
vid_1950,Short Video #950,42,4,91123,11040,852,562,16,Education
vid_1951,Short Video #951,38,0,92552,13124,1037,711,19,Lifestyle
vid_1952,Short Video #952,42,4,290001,21706,3843,1787,17,Lifestyle
vid_1953,Short Video #953,54,3,125535,13975,1185,344,10,Travel
vid_1954,Short Video #954,38,5,136803,12317,1274,869,20,Comedy
vid_1955,Short Video #955,22,2,135888,6955,2683,1059,13,Lifestyle
vid_1956,Short Video #956,34,4,143942,9000,810,323,8,Travel
vid_1957,Short Video #957,19,1,42887,3538,850,358,14,Lifestyle
vid_1958,Short Video #958,31,5,337581,35952,1929,2024,11,Lifestyle
vid_1959,Short Video #959,55,5,58308,8055,543,60,9,Education
vid_1960,Short Video #960,38,4,96467,12454,1196,547,18,Education
vid_1961,Short Video #961,56,5,247431,26062,1769,1128,23,Lifestyle
vid_1962,Short Video #962,42,6,315140,18084,2213,1155,18,Food
vid_1963,Short Video #963,37,4,160102,12582,1416,1271,5,Education
vid_1964,Short Video #964,28,0,72924,6320,1429,663,19,Comedy
vid_1965,Short Video #965,19,7,106578,11955,1140,838,23,Travel
vid_1966,Short Video #966,34,3,109117,6164,1471,940,5,Travel
vid_1967,Short Video #967,59,8,111461,11482,1734,1023,7,Comedy
vid_1968,Short Video #968,46,9,47191,6613,761,434,0,Comedy
vid_1969,Short Video #969,55,5,210252,25344,3221,427,21,Comedy
vid_1970,Short Video #970,21,0,107018,13881,1075,546,16,Comedy
vid_1971,Short Video #971,9,2,64001,7562,427,64,16,Tech
vid_1972,Short Video #972,33,2,73200,5172,675,406,23,Travel
vid_1973,Short Video #973,8,9,116065,7085,946,1081,14,Tech
vid_1974,Short Video #974,14,3,42542,5655,299,118,6,Lifestyle
vid_1975,Short Video #975,60,5,167219,19991,897,1130,18,Lifestyle
vid_1976,Short Video #976,21,6,113645,12217,2163,772,21,Travel
vid_1977,Short Video #977,14,9,252562,17408,4752,617,22,Lifestyle
vid_1978,Short Video #978,21,3,103419,11410,595,325,2,Comedy
vid_1979,Short Video #979,24,5,51474,2734,391,265,21,Tech
vid_1980,Short Video #980,28,0,48113,2977,341,129,10,Comedy
vid_1981,Short Video #981,9,7,78086,6339,719,489,19,Lifestyle
vid_1982,Short Video #982,38,6,83204,7852,670,446,18,Education
vid_1983,Short Video #983,10,8,70237,4358,1347,398,8,Tech
vid_1984,Short Video #984,57,2,106626,6610,667,235,9,Comedy
vid_1985,Short Video #985,6,1,69176,8480,565,391,1,Travel
vid_1986,Short Video #986,17,0,114981,12299,714,166,0,Comedy
vid_1987,Short Video #987,47,2,72230,7466,1423,645,15,Education
vid_1988,Short Video #988,47,4,144209,13734,2707,589,17,Lifestyle
vid_1989,Short Video #989,52,1,81956,12101,1290,713,22,Tech
vid_1990,Short Video #990,15,2,208506,11463,2374,1525,16,Travel
vid_1991,Short Video #991,55,3,146002,9937,1146,1152,5,Tech
vid_1992,Short Video #992,51,6,110874,12722,922,424,13,Travel
vid_1993,Short Video #993,27,2,87150,5545,1014,265,22,Tech
vid_1994,Short Video #994,59,8,39679,4322,655,184,14,Lifestyle
vid_1995,Short Video #995,20,7,230528,24614,2068,280,13,Travel
vid_1996,Short Video #996,35,3,65613,9651,633,608,23,Food
vid_1997,Short Video #997,15,0,104238,14420,1459,467,21,Tech
vid_1998,Short Video #998,58,0,121331,17539,1039,1200,2,Tech
vid_1999,Short Video #999,20,0,88423,5425,1216,694,23,Comedy
vid_2000,Short Video #1000,12,0,222517,30443,2404,383,22,Travel
vid_2001,Short Video #1001,8,7,47437,2984,261,329,18,Education
vid_2002,Short Video #1002,44,2,279389,31652,3084,960,11,Food
vid_2003,Short Video #1003,8,5,147699,18020,2775,471,1,Lifestyle
vid_2004,Short Video #1004,60,2,85148,5627,800,281,2,Comedy
vid_2005,Short Video #1005,29,4,85721,9709,843,792,17,Food
vid_2006,Short Video #1006,7,6,26105,1442,156,143,0,Travel
vid_2007,Short Video #1007,36,1,59341,4707,844,416,19,Food
vid_2008,Short Video #1008,7,5,79830,11345,1416,281,20,Tech
vid_2009,Short Video #1009,31,5,109717,7370,1129,626,5,Tech
vid_2010,Short Video #1010,33,2,210186,11881,1808,872,4,Comedy
vid_2011,Short Video #1011,36,5,335214,31633,6486,1304,0,Travel
vid_2012,Short Video #1012,54,9,116233,15698,1880,374,18,Travel
vid_2013,Short Video #1013,55,9,111676,6440,1508,522,0,Food
vid_2014,Short Video #1014,23,4,73555,6292,704,510,20,Comedy
vid_2015,Short Video #1015,25,1,35275,4937,293,105,20,Travel
vid_2016,Short Video #1016,9,8,68632,4242,1080,664,15,Education
vid_2017,Short Video #1017,22,7,87264,7074,1119,185,11,Education
vid_2018,Short Video #1018,32,2,177235,22658,2270,943,21,Tech
vid_2019,Short Video #1019,46,7,134821,14064,823,237,7,Food
vid_2020,Short Video #1020,26,8,112749,15021,1429,135,15,Lifestyle
vid_2021,Short Video #1021,25,2,69669,4260,1208,648,0,Tech
vid_2022,Short Video #1022,10,2,30053,4269,577,249,3,Comedy
vid_2023,Short Video #1023,5,1,31161,4471,205,225,9,Travel
vid_2024,Short Video #1024,9,7,36379,2383,526,319,10,Tech
vid_2025,Short Video #1025,45,9,82850,4423,1120,681,16,Lifestyle
vid_2026,Short Video #1026,16,0,179230,26702,3289,1223,22,Lifestyle
vid_2027,Short Video #1027,30,7,176352,17322,2869,1521,6,Education
vid_2028,Short Video #1028,50,6,158931,17038,3095,717,11,Comedy
vid_2029,Short Video #1029,38,6,72471,8087,1405,432,20,Tech
vid_2030,Short Video #1030,53,2,196134,25294,1644,1566,6,Food
vid_2031,Short Video #1031,18,0,56463,7407,896,99,11,Tech
vid_2032,Short Video #1032,30,3,164725,11430,2134,1437,14,Education
vid_2033,Short Video #1033,49,8,36143,2662,297,87,1,Lifestyle
vid_2034,Short Video #1034,31,4,48714,6707,385,427,13,Comedy
vid_2035,Short Video #1035,13,0,266084,35110,1654,1011,12,Comedy
vid_2036,Short Video #1036,30,4,87351,9762,1479,344,3,Food
vid_2037,Short Video #1037,51,7,65605,9805,647,109,13,Comedy
vid_2038,Short Video #1038,26,7,191310,23630,3415,1716,13,Education
vid_2039,Short Video #1039,51,4,204929,14669,2894,526,15,Education
vid_2040,Short Video #1040,60,8,76117,10250,1149,507,6,Education
vid_2041,Short Video #1041,34,0,116666,10671,1093,792,18,Comedy
vid_2042,Short Video #1042,47,3,107167,5745,1270,378,1,Comedy
vid_2043,Short Video #1043,52,2,18101,1486,202,178,9,Education
vid_2044,Short Video #1044,21,1,42722,5398,364,67,17,Comedy
vid_2045,Short Video #1045,30,7,173746,25370,3038,1124,16,Comedy
vid_2046,Short Video #1046,40,6,59900,4649,858,318,4,Lifestyle
vid_2047,Short Video #1047,5,8,135659,10127,754,435,11,Tech
vid_2048,Short Video #1048,12,1,115592,12294,1999,285,5,Travel
vid_2049,Short Video #1049,53,3,204691,26848,1349,1562,21,Comedy
vid_2050,Short Video #1050,39,5,43552,5428,481,402,8,Travel
vid_2051,Short Video #1051,56,2,125056,13255,1696,246,19,Travel
vid_2052,Short Video #1052,19,7,94916,10738,485,260,0,Lifestyle
vid_2053,Short Video #1053,51,2,61459,4560,909,606,21,Comedy
vid_2054,Short Video #1054,60,1,61201,5707,911,69,14,Education
vid_2055,Short Video #1055,26,2,113152,8547,1673,630,20,Travel
vid_2056,Short Video #1056,18,5,144033,19940,1073,813,5,Comedy
vid_2057,Short Video #1057,30,1,102555,6282,906,345,18,Food
vid_2058,Short Video #1058,32,7,104488,12326,910,727,17,Education
vid_2059,Short Video #1059,27,0,73196,5564,1420,695,5,Food
vid_2060,Short Video #1060,18,6,76167,7430,457,384,12,Food
vid_2061,Short Video #1061,28,1,61360,4905,701,475,0,Travel
vid_2062,Short Video #1062,6,9,72318,5953,1306,492,22,Food
vid_2063,Short Video #1063,49,5,141040,10724,2333,741,22,Lifestyle
vid_2064,Short Video #1064,30,1,150820,18894,2614,218,12,Lifestyle
vid_2065,Short Video #1065,18,1,45911,3974,899,352,6,Travel
vid_2066,Short Video #1066,60,9,57649,7069,623,246,14,Comedy
vid_2067,Short Video #1067,55,7,64457,6162,621,194,11,Tech
vid_2068,Short Video #1068,11,1,94994,9948,518,905,0,Comedy
vid_2069,Short Video #1069,7,6,35958,3751,260,286,14,Comedy
vid_2070,Short Video #1070,51,2,58259,8598,782,562,3,Comedy
vid_2071,Short Video #1071,27,7,42986,3727,316,142,12,Comedy
vid_2072,Short Video #1072,50,6,125528,8883,2014,1069,22,Education
vid_2073,Short Video #1073,47,7,96973,13690,539,627,4,Tech
vid_2074,Short Video #1074,51,6,74792,5047,665,735,1,Education
vid_2075,Short Video #1075,49,5,52158,6960,804,496,22,Food
vid_2076,Short Video #1076,22,6,75488,4908,666,736,0,Comedy
vid_2077,Short Video #1077,42,4,70346,8151,1120,672,15,Lifestyle
vid_2078,Short Video #1078,39,6,263234,17124,5248,281,22,Travel
vid_2079,Short Video #1079,55,0,179550,25551,3044,1377,5,Travel
vid_2080,Short Video #1080,19,0,65223,6946,660,224,22,Education
vid_2081,Short Video #1081,29,8,109001,9039,2017,800,15,Education
vid_2082,Short Video #1082,59,4,173950,11138,1003,1709,13,Lifestyle
vid_2083,Short Video #1083,41,4,65211,5681,1035,88,2,Comedy
vid_2084,Short Video #1084,32,2,42181,5082,225,257,14,Tech
vid_2085,Short Video #1085,14,4,33586,2972,255,255,2,Food
vid_2086,Short Video #1086,43,2,211792,15801,4196,694,22,Travel
vid_2087,Short Video #1087,21,8,88023,9483,916,266,1,Food
vid_2088,Short Video #1088,43,8,117570,10790,2034,181,0,Tech
vid_2089,Short Video #1089,26,5,69944,4656,744,129,8,Education
vid_2090,Short Video #1090,30,0,46131,3016,811,318,8,Travel
vid_2091,Short Video #1091,48,6,51597,6230,1005,286,22,Food
vid_2092,Short Video #1092,29,6,44151,6510,509,56,6,Education
vid_2093,Short Video #1093,21,9,164389,12051,2201,1599,2,Tech
vid_2094,Short Video #1094,17,9,241720,30774,3487,1668,17,Food
vid_2095,Short Video #1095,24,3,100946,5931,1920,569,10,Comedy
vid_2096,Short Video #1096,29,7,39708,3500,351,137,6,Education
vid_2097,Short Video #1097,8,5,132979,13386,1884,920,8,Tech
vid_2098,Short Video #1098,14,3,210868,16210,2081,901,0,Food
vid_2099,Short Video #1099,7,3,176839,18206,1459,1294,13,Comedy
vid_2100,Short Video #1100,45,1,97005,13412,608,692,19,Comedy
vid_2101,Short Video #1101,49,1,85760,12387,1227,157,5,Tech
vid_2102,Short Video #1102,22,3,96538,5797,1760,886,6,Lifestyle
vid_2103,Short Video #1103,51,4,205900,15892,2114,1108,9,Travel
vid_2104,Short Video #1104,40,7,155782,23042,2070,706,6,Tech
vid_2105,Short Video #1105,51,5,78319,6033,1145,751,1,Comedy
vid_2106,Short Video #1106,26,3,77145,9201,865,381,3,Comedy
vid_2107,Short Video #1107,38,6,73938,5570,1371,553,20,Tech
vid_2108,Short Video #1108,51,7,52115,4462,544,359,16,Lifestyle
vid_2109,Short Video #1109,12,1,222148,15356,1527,552,0,Travel
vid_2110,Short Video #1110,44,6,61531,8345,440,610,9,Food
vid_2111,Short Video #1111,53,1,132477,18316,2432,685,18,Tech
vid_2112,Short Video #1112,48,1,66379,5289,1315,302,14,Travel
vid_2113,Short Video #1113,23,7,74136,9812,691,687,9,Travel
vid_2114,Short Video #1114,46,1,92195,7912,659,531,18,Education
vid_2115,Short Video #1115,45,8,136919,8201,1674,1005,11,Comedy
vid_2116,Short Video #1116,41,0,84496,10630,1321,728,23,Food
vid_2117,Short Video #1117,10,8,49835,5464,706,155,15,Tech
vid_2118,Short Video #1118,56,0,99852,7732,1923,252,8,Comedy
vid_2119,Short Video #1119,30,9,62317,4692,1076,100,14,Education
vid_2120,Short Video #1120,38,9,249272,36783,4495,2261,16,Education
vid_2121,Short Video #1121,60,1,84459,11507,1108,236,13,Comedy
vid_2122,Short Video #1122,49,5,66119,8660,655,249,17,Lifestyle
vid_2123,Short Video #1123,10,5,322829,20274,5012,1153,1,Travel
vid_2124,Short Video #1124,41,0,153788,19303,1781,575,3,Tech
vid_2125,Short Video #1125,37,6,57637,4118,536,404,17,Tech
vid_2126,Short Video #1126,57,7,61417,9073,447,588,6,Tech
vid_2127,Short Video #1127,26,1,131204,7243,1694,520,12,Comedy
vid_2128,Short Video #1128,25,7,101324,8634,1409,473,14,Lifestyle
vid_2129,Short Video #1129,10,8,168401,15638,2278,1337,22,Food
vid_2130,Short Video #1130,10,5,66329,8783,447,324,21,Education
vid_2131,Short Video #1131,59,4,150341,19036,2037,1403,0,Comedy
vid_2132,Short Video #1132,52,8,25771,2254,193,142,10,Food
vid_2133,Short Video #1133,8,8,89979,9587,1345,371,9,Education
vid_2134,Short Video #1134,34,0,68165,9104,779,664,4,Education
vid_2135,Short Video #1135,15,2,75129,3893,1332,363,15,Lifestyle
vid_2136,Short Video #1136,34,8,92806,12084,1547,285,10,Travel
vid_2137,Short Video #1137,35,1,195458,28280,3101,508,20,Tech
vid_2138,Short Video #1138,28,3,49393,2628,766,491,5,Food
vid_2139,Short Video #1139,59,3,26560,1449,356,206,8,Comedy
vid_2140,Short Video #1140,13,1,52953,4471,313,247,12,Food
vid_2141,Short Video #1141,59,2,182309,10715,2704,1538,23,Travel
vid_2142,Short Video #1142,7,2,36790,3602,441,217,7,Tech
vid_2143,Short Video #1143,55,0,70040,8605,843,270,13,Food
vid_2144,Short Video #1144,35,5,163365,17429,1745,1256,23,Travel
vid_2145,Short Video #1145,44,7,95315,6638,1804,735,0,Comedy
vid_2146,Short Video #1146,41,2,194312,22439,1698,1069,16,Lifestyle
vid_2147,Short Video #1147,40,4,29116,3449,283,40,23,Education
vid_2148,Short Video #1148,28,0,81392,11658,1582,137,4,Comedy
vid_2149,Short Video #1149,35,9,220203,14242,3776,1783,1,Tech
vid_2150,Short Video #1150,10,6,50205,5986,261,422,23,Education
vid_2151,Short Video #1151,6,9,183668,25923,3414,1304,8,Comedy
vid_2152,Short Video #1152,24,0,85698,8583,719,732,3,Comedy
vid_2153,Short Video #1153,32,8,128088,11038,1996,957,16,Comedy
vid_2154,Short Video #1154,15,7,210827,14141,2803,1912,16,Comedy
vid_2155,Short Video #1155,8,6,127759,17461,1667,300,20,Education
vid_2156,Short Video #1156,19,9,69234,6191,1091,310,17,Tech
vid_2157,Short Video #1157,10,6,138307,19707,1121,716,15,Travel
vid_2158,Short Video #1158,58,4,66364,8944,490,244,7,Food
vid_2159,Short Video #1159,53,4,116310,10196,1718,875,10,Lifestyle
vid_2160,Short Video #1160,34,4,46578,5002,435,429,20,Food
vid_2161,Short Video #1161,60,0,100454,5295,1969,473,20,Food
vid_2162,Short Video #1162,42,7,201506,15379,2372,1909,17,Lifestyle
vid_2163,Short Video #1163,55,0,82515,9986,550,466,22,Education
vid_2164,Short Video #1164,6,3,190272,22412,2908,1085,23,Tech
vid_2165,Short Video #1165,19,8,600000,51202,5755,3841,9,Lifestyle
